"","IWDA.L.Open","IWDA.L.High","IWDA.L.Low","IWDA.L.Close","IWDA.L.Volume","IWDA.L.Adjusted"
"2017-05-25",48.7099990844727,48.9099998474121,48.5699996948242,48.9099998474121,2108295,48.9099998474121
"2017-06-01",49.2700004577637,49.310001373291,49.0200004577637,49.0999984741211,2190007,49.0999984741211
"2017-06-08",49.060001373291,49.3699989318848,48.7099990844727,48.9000015258789,4762381,48.9000015258789
"2017-06-15",49.0299987792969,49.4500007629395,48.9000015258789,49.1100006103516,937137,49.1100006103516
"2017-06-22",49.1199989318848,49.3400001525879,49,49.0400009155273,896243,49.0400009155273
"2017-06-29",49.060001373291,49.2400016784668,48.75,48.8699989318848,1507250,48.8699989318848
"2017-07-06",48.7200012207031,49.5699996948242,48.7200012207031,49.4700012207031,1902811,49.4700012207031
"2017-07-13",49.5699996948242,50.1699981689453,49.4799995422363,50.1199989318848,434446,50.1199989318848
"2017-07-20",50.1800003051758,50.4000015258789,49.8899993896484,50.2700004577637,887769,50.2700004577637
"2017-07-27",50.0699996948242,50.5699996948242,49.939998626709,50.3199996948242,2006734,50.3199996948242
"2017-08-03",50.2999992370605,50.4500007629395,49.7200012207031,49.7599983215332,825955,49.7599983215332
"2017-08-10",49.5,50.1399993896484,49.3199996948242,49.8499984741211,2139288,49.8499984741211
"2017-08-17",49.4300003051758,49.8300018310547,49.2700004577637,49.6300010681152,1188308,49.6300010681152
"2017-08-24",49.6699981689453,50.1500015258789,49.4300003051758,50.0699996948242,693976,50.0699996948242
"2017-08-31",50.310001373291,50.439998626709,50.0200004577637,50.3499984741211,2009023,50.3499984741211
"2017-09-07",50.3600006103516,50.9500007629395,50.3199996948242,50.8899993896484,3232664,50.8899993896484
"2017-09-14",50.9099998474121,51.2400016784668,50.8499984741211,51.0999984741211,1111927,51.0999984741211
"2017-09-21",51.060001373291,51.1500015258789,50.8400001525879,51.0999984741211,898414,51.0999984741211
"2017-09-28",51.1500015258789,51.8199996948242,51.1100006103516,51.6800003051758,1467132,51.6800003051758
"2017-10-05",51.75,52.0299987792969,51.5900001525879,51.9900016784668,5016004,51.9900016784668
"2017-10-12",52,52.2000007629395,51.8400001525879,52.060001373291,2734438,52.060001373291
"2017-10-19",52.2799987792969,52.3499984741211,51.8300018310547,52.0699996948242,1066165,52.0699996948242
"2017-10-26",52.0699996948242,52.5999984741211,52,52.4199981689453,1461355,52.4199981689453
