"","IWDP.L.Open","IWDP.L.High","IWDP.L.Low","IWDP.L.Close","IWDP.L.Volume","IWDP.L.Adjusted"
"2023-01-06",1853.5,1929.90002441406,1850.72497558594,1919.5,316022,1917.53588867188
"2023-01-13",1928.5,1934.5,1878.90002441406,1884,53325,1882.07202148438
"2023-01-20",1887,1942.5,1875,1931.5,146289,1929.52331542969
"2023-01-27",1935.5,2036.5,1929,2037.5,107787,2035.4150390625
"2023-02-03",2041.5,2047,1982.5,1984.5,1142357,1982.46911621094
"2023-02-10",1976.5,1990.5,1953.15002441406,1967.5,198497,1965.48681640625
"2023-02-17",1970,1970,1913.5,1919,91086,1917.16809082031
"2023-02-24",1933.5,1936.5,1872.5,1894.5,82872,1892.69128417969
"2023-03-03",1906,1932,1894,1894.5,210188,1892.69128417969
"2023-03-10",1854,1859,1782,1798.25,175182,1796.533203125
"2023-03-17",1803,1806.5,1709.40002441406,1723,221632,1721.35534667969
"2023-03-24",1707.5,1768.5,1696.5,1768.75,729112,1767.06140136719
"2023-03-30",1769,1811,1757.5,1771.75,144890,1770.05859375
"2023-04-06",1771.75,1807.5,1761,1762,46881,1760.31823730469
"2023-04-13",1784,1805.5,1766,1786.75,106164,1785.04431152344
"2023-04-20",1789.5,1797.02001953125,1758.5,1774.25,385274,1772.55627441406
"2023-04-27",1785.5,1803.23999023438,1753,1764.25,74163,1762.56579589844
"2023-05-04",1774.5,1794,1762,1775.5,87517,1773.80480957031
"2023-05-11",1780.5,1790.5,1748,1757.75,123116,1756.07202148438
"2023-05-18",1743,1752.52001953125,1697.80004882812,1700.75,51788,1699.12622070312
"2023-05-25",1707,1728.5,1686.5,1704.75,40352,1703.28356933594
"2023-06-01",1717,1788.5,1717,1756.5,92959,1754.98913574219
"2023-06-08",1755,1763.5,1728.16003417969,1734.25,63662,1732.75805664062
"2023-06-15",1725.5,1741.5,1681,1683.75,85711,1682.30151367188
"2023-06-22",1679,1720,1652.31994628906,1715.75,120231,1714.27404785156
"2023-06-29",1728,1758,1701.5,1715.75,87232,1714.27404785156
"2023-07-06",1720.5,1752,1703.5,1734.5,133459,1733.0078125
"2023-07-13",1733,1783,1725.5,1774.5,56643,1772.97375488281
"2023-07-20",1775,1805.5,1770.5,1772.25,81168,1770.72546386719
"2023-07-27",1779.5,1783,1737,1737.25,81256,1735.75561523438
"2023-08-03",1758,1758.92504882812,1736.5,1758.5,62742,1756.98718261719
"2023-08-10",1748.5,1748.5,1673.5,1678.75,45519,1677.30578613281
"2023-08-17",1670,1710.26000976562,1639.5,1700.5,220230,1699.18383789062
"2023-08-24",1698.5,1735.30004882812,1694.69995117188,1723.75,45023,1722.41564941406
"2023-08-31",1720,1734.5,1704,1727,99794,1725.66333007812
"2023-09-07",1726.5,1744.5,1708.5,1745.25,78328,1743.89929199219
"2023-09-14",1755,1759,1717,1715.25,88749,1713.92260742188
"2023-09-21",1707.5,1709.92504882812,1652,1664.5,63216,1663.21179199219
"2023-09-28",1671,1691,1621.5,1639.75,64055,1638.48095703125
"2023-10-05",1648,1694.5,1627,1676,309136,1674.70288085938
"2023-10-12",1665,1685.32495117188,1637.5,1640,103665,1638.73071289062
"2023-10-19",1626.5,1627,1577.81994628906,1593.75,168954,1592.5166015625
"2023-10-26",1600,1665.375,1568,1661,178098,1659.71447753906
"2023-11-03",1672.5,1692.05395507812,1640,1649,217916,1647.72375488281
"2023-11-10",1640,1708.40002441406,1625.5,1676.5,97987,1675.20251464844
"2023-11-17",1679.5,1691,1658.81994628906,1668.75,53431,1667.58923339844
"2023-11-24",1673,1683.5,1651.5,1678.5,212204,1677.33264160156
"2023-12-01",1681.5,1748.5,1678,1737.5,189354,1736.29162597656
"2023-12-08",1738,1838,1733,1829.5,399275,1828.2275390625
"2023-12-15",1844,1846.5,1811,1820,339125,1818.73425292969
"2023-12-22",1819,1848,1809.5,1844.5,159431,1843.21716308594
"2023-12-29",1857,1861.5,1809,1815,41178,1813.73742675781
"2024-01-05",1810,1825.5,1795.5,1805,159727,1803.74462890625
"2024-01-12",1811,1821.5,1753,1754.5,102427,1753.27978515625
"2024-01-19",1758.5,1791.5,1748,1765.25,61809,1764.0224609375
"2024-01-26",1769.5,1780.5,1742,1742,73206,1740.78845214844
"2024-02-02",1765,1771.5,1736,1749,1025817,1747.78369140625
"2024-02-09",1752.5,1765.92504882812,1714,1747.75,413702,1746.53442382812
"2024-02-16",1755,1755.5,1731,1749,267069,1747.92443847656
"2024-02-23",1737.5,1754,1712.5,1737.5,185361,1736.43151855469
"2024-03-01",1738,1759.33203125,1730.5,1741.75,302870,1740.67883300781
"2024-03-08",1748.5,1765,1729.5,1731,124371,1729.93530273438
"2024-03-15",1743,1784.5,1728,1776.5,137233,1775.40734863281
"2024-03-22",1793.5,1807.5,1759.65002441406,1804,156709,1802.890625
"2024-03-29",1804,1804,1754.5,1772,112151,1770.91015625
"2024-04-04",1755,1799,1739.59997558594,1748.5,96004,1747.42456054688
"2024-04-11",1758,1764,1692,1700.5,171259,1699.4541015625
"2024-04-18",1695,1740.5,1691.5,1709.25,254073,1708.19897460938
"2024-04-25",1716.5,1741,1713.40002441406,1737,278374,1735.93176269531
"2024-05-02",1747.5,1780,1741.20300292969,1771,151112,1769.91076660156
"2024-05-09",1783.5,1798.5,1770.5,1777,147366,1775.90710449219
"2024-05-16",1772.5,1775.5,1719.5,1723,82420,1722.09875488281
"2024-05-23",1710.5,1718,1676.5,1701.25,109822,1700.36010742188
"2024-05-30",1713,1781,1702.5,1737,153056,1736.09143066406
"2024-06-06",1741.5,1741.5,1704,1719,222684,1718.10083007812
"2024-06-13",1726.5,1737.5,1712.42700195312,1726.5,125163,1725.59692382812
"2024-06-20",1728.5,1752.5,1720,1731.75,180854,1730.84423828125
"2024-06-27",1744,1756,1729,1736.5,238403,1735.59155273438
"2024-07-04",1735,1775.5,1723.5,1774.25,113042,1773.32202148438
"2024-07-11",1793,1831,1780,1823.5,226132,1822.54626464844
"2024-07-18",1804.5,1824.19494628906,1785.5,1801,194271,1800.05786132812
"2024-07-25",1790.5,1852.72998046875,1790.5,1833.5,401151,1832.54089355469
"2024-08-01",1845.5,1867.5,1780,1850,512740,1849.0322265625
"2024-08-08",1853.5,1873.5,1834.5,1860.5,152887,1859.52697753906
"2024-08-15",1848,1848,1826,1842,146019,1841.03649902344
"2024-08-22",1853.5,1882.5,1844.5,1863,202399,1862.17211914062
"2024-08-29",1873,1900.21105957031,1869,1885.5,317032,1884.66223144531
"2024-09-05",1887.5,1934,1817.5,1925,152836,1924.14453125
"2024-09-12",1932,1951,1912,1916.5,812891,1915.6484375
"2024-09-19",1908,1918.5,1895.5,1897.75,1091227,1896.90661621094
"2024-09-26",1897,1914.5,1881.06005859375,1902.5,227802,1901.65466308594
"2024-10-03",1903,1909.5,1874.5,1875.5,249928,1874.66650390625
"2024-10-10",1873,1941.5,1870.0849609375,1926.75,740116,1925.89392089844
"2024-10-17",1917.5,1932.5,1885.5,1913.25,231053,1912.39990234375
"2024-10-24",1916.5,1921,1879,1900,273619,1899.15576171875
"2024-11-01",1880.5,1936.42504882812,1849,1865.25,246474,1864.42114257812
"2024-11-08",1874,1913,1870,1883.25,161956,1882.41320800781
"2024-11-15",1879,1910.5,1870,1910.5,201141,1909.77795410156
"2024-11-22",1915,1966,1915,1954.5,179552,1953.76123046875
"2024-11-29",1953,1958.08996582031,1887.57995605469,1888.75,170209,1888.03625488281
"2024-12-06",1895.5,1898.55798339844,1855.5,1878.5,301485,1877.7900390625
"2024-12-13",1883.5,1883.5,1785,1801.75,364020,1801.06909179688
"2024-12-20",1795,1832,1784,1820,105708,1819.31225585938
"2024-12-27",1862.5,1862.5,1800.52001953125,1849,54283,1848.30126953125
"2025-01-03",1828,1850.5,1809,1833,242817,1832.30737304688
"2025-01-10",1837,1872.5,1808.5,1864,158642,1863.29565429688
"2025-01-17",1884,1887.5,1850,1863.25,129308,1862.5458984375
"2025-01-24",1871.5,1886,1851.35900878906,1876,169800,1875.291015625
"2025-01-31",1875.5,1906,1846,1892.75,980679,1892.03466796875
"2025-02-07",1897.5,1903.5,1860.52404785156,1865.5,149003,1864.79504394531
"2025-02-14",1873,1878.5,1853.92004394531,1861.5,145283,1860.92553710938
"2025-02-21",1861.5,1889,1848.5,1881.25,549742,1880.66955566406
"2025-02-28",1882,1893.5,1809,1820.5,1186752,1819.93823242188
"2025-03-07",1810.5,1821.98999023438,1759,1762,275484,1761.45617675781
"2025-03-14",1760.5,1806,1755,1789.25,263538,1788.69775390625
"2025-03-21",1788.5,1805.5,1755,1788.5,174863,1787.94799804688
"2025-03-28",1785,1812,1743.03503417969,1757.5,177809,1756.95764160156
"2025-04-03",1748.5,1754.5,1591.5,1661,290251,1660.4873046875
"2025-04-10",1676.5,1734,1642.5,1729.75,199096,1729.21630859375
"2025-04-17",1729.75,1756,1700.5,1735.5,63240,1734.96447753906
"2025-04-24",1741.5,1774,1721.5,1768.5,91631,1767.95434570312
"2025-05-01",1773,1794,1758,1773,110818,1772.45275878906
"2025-05-08",1762,1819.5,1730,1752,283716,1751.45947265625
"2025-05-15",1765.5,1782,1705.5,1714.25,81052,1713.86218261719
"2025-05-22",1722,1762.5,1697,1748,147714,1747.60461425781
"2025-05-29",1755,1764.5,1731,1746.25,304693,1745.85510253906
"2025-06-05",1757,1784.5,1751,1763.5,79710,1763.10107421875
"2025-06-12",1757,1781,1743.5,1765.25,146673,1764.85083007812
"2025-06-19",1769.5,1790,1713,1724.25,131556,1723.86010742188
"2025-06-26",1731,1780,1725.5,1765.25,289587,1764.85083007812
"2025-07-03",1756.5,1773,1741.5,1762,108536,1761.60144042969
"2025-07-10",1757.5,1796,1746,1774.5,97985,1774.0986328125
"2025-07-17",1775.5,1813.5,1762.5,1787.5,81235,1787.095703125
"2025-07-24",1789,1837.5,1774,1794,137828,1793.59423828125
"2025-07-31",1783.5,1812,1760.5,1779,100314,1778.59765625
"2025-08-07",1786.5,1792.5,1744,1747.5,243376,1747.10473632812
"2025-08-14",1754.5,1794.5,1741,1788,177810,1787.75439453125
"2025-08-21",1789,1813.5,1784,1793,155316,1792.75366210938
"2025-08-28",1800,1816,1778,1791,110996,1790.75390625
"2025-09-04",1798,1817,1793.5,1813.75,217484,1813.50085449219
"2025-09-11",1821.5,1831,1792.5,1805,177616,1804.75207519531
"2025-09-18",1811,1825.5,1790,1803.75,311368,1803.50219726562
"2025-09-25",1807.5,1859,1801.5,1817.25,122174,1817.00036621094
"2025-10-02",1820.5,1844.5,1796.5,1815,197542,1814.75061035156
"2025-10-09",1815,1839,1786.5,1828,111113,1827.74890136719
"2025-10-16",1809,1873.5,1804.5,1859.75,80031,1859.49450683594
"2025-10-23",1875,1880,1814,1834.5,106621,1834.248046875
"2025-10-31",1831,1864,1811,1830.5,1334548,1830.24853515625
"2025-11-07",1848.5,1879,1817.5,1821,177307,1820.74987792969
"2025-11-14",1824.5,1830,1793,1811.5,171224,1811.37927246094
"2025-11-21",1806.5,1880,1789,1813.5,69108,1813.37915039062
"2025-11-28",1834.5,1849,1789.5,1791.25,146085,1791.13061523438
"2025-12-05",1789.5,1791.5,1700,1775,152950,1774.88171386719
"2025-12-12",1776.5,1795,1770.5,1785,82355,1784.88110351562
"2025-12-19",1791,1792.5,1763,1776,53302,1775.88159179688
"2025-12-26",1776,1803.5,1776,1794.5,33713,1794.38037109375
