"","INRG.L.Open","INRG.L.High","INRG.L.Low","INRG.L.Close","INRG.L.Volume","INRG.L.Adjusted"
"2022-11-04",980.25,1009.55999755859,946.25,1000.625,5525557,1000.28381347656
"2022-11-11",1007.5,1020.5,969.25,986.5,1205370,986.163635253906
"2022-11-18",982.5,998.25,978,994,753202,993.684143066406
"2022-11-25",995.5,1007,973.5,985,1271632,984.68701171875
"2022-12-02",982.75,996.5,954.5,967.25,1182816,966.942565917969
"2022-12-09",970.25,992.5,950,977.875,1144757,977.564392089844
"2022-12-16",980.25,980.25,945,957,797314,956.695922851562
"2022-12-23",958.25,958.25,926.5,949.5,536083,949.1982421875
"2022-12-30",942,966.25,932.75,935.25,4236001,934.952819824219
"2023-01-06",939.25,997.25,935,995.5,3797777,995.183654785156
"2023-01-13",998.75,1006,945.5,945.5,4384371,945.199645996094
"2023-01-20",954.25,977.25,940.25,949.25,2710976,948.948303222656
"2023-01-27",941.25,990,936.75,980,2437052,979.688659667969
"2023-02-03",972.5,977,933.75,934.25,2794956,933.953125
"2023-02-10",929.5,963.5,914.75,950,2074583,949.698181152344
"2023-02-17",935,942.5,906.75,912.25,4094425,911.960083007812
"2023-02-24",917.25,935.25,903.640014648438,921.75,2023658,921.457092285156
"2023-03-03",927.75,959.75,924.25,954.5,1097594,954.196655273438
"2023-03-10",931.25,942.5,885,890,2129191,889.717224121094
"2023-03-17",896.75,899.75,851,892,2036158,891.716552734375
"2023-03-24",882,914.5,868.25,907.5,1195063,907.211669921875
"2023-03-30",904.25,921.25,876,882,1034583,881.7197265625
"2023-04-06",882,908.5,882,899,431493,898.71435546875
"2023-04-13",906.25,924.25,896.25,903,1129073,902.713073730469
"2023-04-20",912,914.5,855.75,868.75,1470499,868.473937988281
"2023-04-27",860.25,865.25,829,837.875,1265050,837.608703613281
"2023-05-04",834,849.25,825.75,844.125,1380965,843.856750488281
"2023-05-11",845.25,886.75,843.25,866,1090507,865.724792480469
"2023-05-18",862,870,852,853.5,1342526,853.228759765625
"2023-05-25",857,862,834.25,847,705207,846.751586914062
"2023-06-01",857,867.25,849.25,850,1445992,849.750671386719
"2023-06-08",849.5,865,841.75,846,1526121,845.751831054688
"2023-06-15",846,852.25,809.75,815.125,656442,814.885864257812
"2023-06-22",810,825.5,798.5,817.25,693979,817.01025390625
"2023-06-29",816.5,841.75,796.25,796.25,503853,796.016479492188
"2023-07-06",797.5,830.25,792.75,826.25,858804,826.007629394531
"2023-07-13",827.25,852.75,814.25,837.125,889999,836.879455566406
"2023-07-20",838,844.75,818.5,818.75,613766,818.509887695312
"2023-07-27",813.75,825.75,780,782.75,680323,782.520385742188
"2023-08-03",779.75,784.75,760,773.5,1348276,773.273132324219
"2023-08-10",769.5,769.5,722,723.25,469200,723.037841796875
"2023-08-17",720,735.75,712.75,726.25,500660,726.036987304688
"2023-08-24",723.5,748.75,722.25,729,728714,728.786193847656
"2023-08-31",728.5,736.969970703125,702.75,705.5,1451408,705.293029785156
"2023-09-07",712.5,731.25,707.25,730,505826,729.785766601562
"2023-09-14",730.75,737,711.5,714.5,754055,714.290405273438
"2023-09-21",714.25,721.5,680,685.25,1698913,685.048950195312
"2023-09-28",688.75,700.25,639.359985351562,640,900463,639.812255859375
"2023-10-05",641.5,687.5,632.5,670.5,1414318,670.303344726562
"2023-10-12",670.5,676.75,654.5,657.25,563610,657.057189941406
"2023-10-19",630.75,642,616.5,632.5,1484333,632.314453125
"2023-10-26",627.5,627.5,597.25,621.25,771130,621.067749023438
"2023-11-03",623.25,642.75,614.5,621,919506,620.817810058594
"2023-11-10",615.75,659.5,602.75,637.75,1933221,637.562927246094
"2023-11-17",639,650.5,633,636,2225092,635.848327636719
"2023-11-24",633.5,643,617.5,640.25,1123962,640.097351074219
"2023-12-01",643,662.5,634.25,647,648014,646.845642089844
"2023-12-08",646.25,684.25,625.75,678.25,1054919,678.088256835938
"2023-12-15",679,698.75,675,698.5,904017,698.333435058594
"2023-12-22",695.25,713.5,690.5,707.75,441486,707.581176757812
"2023-12-29",710.25,713.5,625,680,518251,679.837768554688
"2024-01-05",675.5,679.5,656,659.5,940416,659.342712402344
"2024-01-12",661.5,668.5,619.75,624.25,738069,624.101135253906
"2024-01-19",624.5,647.25,614.25,629,724953,628.849975585938
"2024-01-26",633.5,651.5,622.75,637.25,800228,637.097961425781
"2024-02-02",643.5,656.25,619.25,644.25,1196934,644.096313476562
"2024-02-09",645.25,677.5,639.75,668.5,1697958,668.340515136719
"2024-02-16",672.5,674.75,633.25,635.5,2252122,635.348449707031
"2024-02-23",630,640.75,615,628.25,2655729,628.100158691406
"2024-03-01",634.25,644.5,624.75,638,1168468,637.847839355469
"2024-03-08",643.5,650,611.25,611.25,880961,611.104248046875
"2024-03-15",610.75,628.25,603.25,622,1065560,621.851684570312
"2024-03-22",624,641.75,614.75,636,2043605,635.848327636719
"2024-03-29",636,643.25,619.919982910156,641.5,817997,641.346984863281
"2024-04-04",630.75,645.75,620,629.25,1246015,629.099853515625
"2024-04-11",634.5,640.75,600.75,610.5,1748692,610.354370117188
"2024-04-18",602.25,617.5,593.5,595.5,1681030,595.357971191406
"2024-04-25",601,617.75,599.5,615.25,1419118,615.103271484375
"2024-05-02",618.25,643.5,605.75,636.5,942534,636.348205566406
"2024-05-09",638.25,656,630.75,643.75,1177920,643.596435546875
"2024-05-16",645.5,669,632.75,657.75,1264882,657.612976074219
"2024-05-23",657.5,681.75,652.25,673.75,922052,673.609619140625
"2024-05-30",675.25,684,664.5,669.25,954171,669.110534667969
"2024-06-06",667,682.75,621,665.25,1369338,665.111389160156
"2024-06-13",665,665.75,624,636.125,625792,635.992431640625
"2024-06-20",638,642,618.25,621.375,735457,621.245483398438
"2024-06-27",622.5,628.5,599.760009765625,617.5,1088987,617.371337890625
"2024-07-04",616,635.75,609,632.5,1603838,632.3681640625
"2024-07-11",635.25,640.5,612.75,616.5,2415924,616.371520996094
"2024-07-18",611.75,627.75,609.75,626.375,1673485,626.244445800781
"2024-07-25",629.5,641.5,623.75,632.5,3282607,632.3681640625
"2024-08-01",632.5,633.5,592.25,629.75,1325354,629.618774414062
"2024-08-08",623.5,637.5,585,635,1473410,634.86767578125
"2024-08-15",638.25,639.5,619.75,620.25,1071651,620.120788574219
"2024-08-22",617.5,632.275024414062,616.599975585938,623.75,387178,623.620056152344
"2024-08-29",623.75,629.25,607,620.5,787015,620.370727539062
"2024-09-05",619.25,635.75,605,627.5,1695067,627.369262695312
"2024-09-12",627,646.75,626,633.75,506347,633.617980957031
"2024-09-19",628.5,634.75,619.5,627.5,573517,627.369262695312
"2024-09-26",631.25,639.5,621,625.5,1358971,625.369689941406
"2024-10-03",625,633,599.5,601,2181774,600.874755859375
"2024-10-10",599,605.75,592.75,595.5,613719,595.375915527344
"2024-10-17",593,596.5,580.75,581.375,1933101,581.253845214844
"2024-10-24",585.25,592.25,573.75,585,3781797,584.878112792969
"2024-11-01",585.75,600,550,560.125,2289385,560.008239746094
"2024-11-08",557.75,559.5,535,541.25,1396331,541.137268066406
"2024-11-15",548.5,555.5,540.5,545,1088232,544.932983398438
"2024-11-22",543.75,562.75,541.989990234375,557,1063652,556.931518554688
"2024-11-29",555,563,543.25,547.25,1479892,547.182678222656
"2024-12-06",545.75,557.25,535,541.5,1456137,541.433410644531
"2024-12-13",544,544.75,513.5,525,854491,524.935424804688
"2024-12-20",522.25,536.75,517,535,377751,534.934204101562
"2024-12-27",530.5,540,521.5,539.5,543212,539.433654785156
"2025-01-03",537.75,548.75,535.25,538,640011,537.933837890625
"2025-01-10",537.75,540.5,523.75,536.5,833171,536.434020996094
"2025-01-17",540.25,544.25,512.25,516.5,1281348,516.436462402344
"2025-01-24",519.75,528.25,508.5,527.5,1386120,527.435119628906
"2025-01-31",529.75,534.25,516,529.25,1573148,529.184875488281
"2025-02-07",528,530.5,510,513.75,940162,513.686828613281
"2025-02-14",515.75,526,502.25,519.5,1053786,519.436096191406
"2025-02-21",522.5,531,517.25,517.5,600705,517.436401367188
"2025-02-28",510.75,513.75,491.700012207031,503,995113,502.938140869141
"2025-03-07",507,517,503.850006103516,510.375,994945,510.312255859375
"2025-03-14",510.75,527.25,510.75,523.25,508062,523.185668945312
"2025-03-21",523.25,525.75,510.25,513.125,455251,513.061889648438
"2025-03-28",511.75,516.5,500,512,890112,511.937042236328
"2025-04-03",513.25,517.5,468.299987792969,481.100006103516,1378576,481.040832519531
"2025-04-10",487.100006103516,500,481.200012207031,497.200012207031,429078,497.138854980469
"2025-04-17",497.200012207031,506.75,493.899993896484,504,244330,503.938018798828
"2025-04-24",506.75,678.159973144531,502,678.159973144531,382181,678.076599121094
"2025-05-01",682.159973144531,687.869995117188,681.669982910156,687.869995117188,0,687.785400390625
"2025-05-08",698.390014648438,743.390014648438,698.390014648438,742.530029296875,0,742.438720703125
"2025-05-15",739.380004882812,739.380004882812,525.5,529,1045999,528.954956054688
"2025-05-22",529.5,539.25,520,536.75,909221,536.704284667969
"2025-05-29",536.75,544.25,528.5,540.25,540582,540.203979492188
"2025-06-05",545.25,562.5,544,556.625,1253021,556.577575683594
"2025-06-12",555,568.5,539.25,541.5,699417,541.453857421875
"2025-06-19",546,552,539.700012207031,550.375,415539,550.328125
"2025-06-26",552.5,584.75,544.75,584,748664,583.950256347656
"2025-07-03",580,585.25,569.25,575.25,477565,575.200988769531
"2025-07-10",575,585.75,572,579.5,467672,579.450622558594
"2025-07-17",580,597.25,578.25,595.25,1062542,595.199279785156
"2025-07-24",595.25,604.75,586,586.25,1012308,586.200073242188
"2025-07-31",588,592.75,583.75,586.25,1003786,586.200073242188
"2025-08-07",591,593.5,577.25,578.75,605662,578.70068359375
"2025-08-14",582.75,619,581.25,610,913990,609.948059082031
"2025-08-21",609,622.5,607.75,621.75,623278,621.697021484375
"2025-08-28",621,621.5,604.25,612.5,722974,612.447814941406
"2025-09-04",618.25,629.75,615.25,626.625,530265,626.571655273438
"2025-09-11",625.25,644.25,619,639,605256,638.945556640625
"2025-09-18",641.75,660,641.293029785156,651.25,763576,651.194519042969
"2025-09-25",654.25,683.25,649.25,680,816364,679.942077636719
"2025-10-02",684,701.5,681,699.5,1321528,699.4404296875
"2025-10-09",699.5,733.75,686.25,728.75,1432321,728.687927246094
"2025-10-16",708.25,721.75,688.75,701.5,1123945,701.440246582031
"2025-10-23",726.25,765.75,718.25,753,1258673,752.935852050781
"2025-10-31",749.5,800,748.25,782,2062573,781.933410644531
"2025-11-07",785.25,792.25,733.25,734.25,1773467,734.187438964844
"2025-11-14",731.25,748,715,721.25,1210789,721.25
"2025-11-21",704.25,725.75,684,722.75,930634,722.75
"2025-11-28",723.75,732.25,708.25,720.25,931222,720.25
"2025-12-05",730,730,704,716,2997447,716
"2025-12-12",729.75,730,688.25,699.5,696847,699.5
"2025-12-19",702.75,713.75,698.5,706,441263,706
"2025-12-26",706,711.25,700,701.75,181358,701.75
